"legal_desktop_path","application_path","sha256","bytes"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/pages/Session.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/pages/Session.tsx","ED3ADAED4938BC8C9B843C34266A3AF974BFD7EEDDE4A0A5740E3BDD3983C4AB","40592"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ConfidenceRadar.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ConfidenceRadar.tsx","CA98BF2FCEEF1F1B46C9940D90FD81645F1F7A0FEB001D7B4368F2424555B545","1296"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/GovFooter.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/GovFooter.tsx","3A11208E9ADFB7CB13CC0382CF7F77173DA3F078B94ECE82AD2997A4308EC621","3961"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/GovHeader.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/GovHeader.tsx","1B46D2F4CECB5893692DAD8BD943C92E3B9BB80322858D8A566EA8A24F517941","5171"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/Hero.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/Hero.tsx","DB8A9477298FEA60541FCF2FD4E9DCB5112235F3B2F12C6B414AADAE7CA2F8C0","3200"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/IntelligenceConsole.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/IntelligenceConsole.tsx","B5B85DB985D1035C2E77FD3DDF72A8BC5839960882FBCCDA1D1525DCEF5C62FB","12593"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/NeuralLink.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/NeuralLink.tsx","42CC617527A3C473BFC5CBE503CA7F2948F269A7FBFD6776E1FD1E18B5BCCEF3","9799"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/NeuralPanel.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/NeuralPanel.tsx","A11F8577DC9CB4ABE551324B01627685538E06800E4E6EA606FC23FAB98422DB","8824"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ShatterEffect.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ShatterEffect.tsx","27222E9B6B2B5EBC1621DF0A2F184D9A4C3F7FEC0F1D6D975F9213871AED1764","1091"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/WelcomeAnimation.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/WelcomeAnimation.tsx","24547A1490F4110F5F66DCC462004205A8AEC4B72AF979A2631A83CB72C25A9C","5377"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ui/AnimatedRadial.tsx","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ui/AnimatedRadial.tsx","1BFACC880017F2CEAA87CC17518732D0B7D17AFAD545406A0B677CEF73E5DD7F","2554"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ui/motion.ts","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/components/ui/motion.ts","E1B15DC8A221BA1A44DC94609AFEB7E068087E0761FDDAC61313258547670128","1895"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/justice_emblem.jpeg","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/justice_emblem.jpeg","E05A76682EDB88D0820F267D698B3E2DDE3073D3F32252AA4347FA5EE7B173D1","324904"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/react.svg","docs/planning/original-context/main-donor-inspiration-content/legal-terminal-master/legal-terminal-master/webterm/src/assets/react.svg","35EF61ED53B323AE94A16A8EC659B3D0AF3880698791133F23B084085AB1C2E5","4126"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/react.svg","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/react.svg","35EF61ED53B323AE94A16A8EC659B3D0AF3880698791133F23B084085AB1C2E5","4126"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/screen.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/src/assets/screen.png","F6024345081EDF07819E628380E6DE1011884A7305B1C649F4CD0070D4FCCCC3","1076244"
"donors/LIGHT-2-main/LIGHT-2-main/frontend/public/vite.svg","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/frontend/public/vite.svg","4A748AFD443918BB16591C834C401DAE33E87861AB5DBAD0811C3A3B4A9214FB","1497"
"donors/LIGHT-2-main/LIGHT-2-main/backend/.env.example","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/.env.example","91FA2EB720DB91F5EAA59FC4CFDF17E0AD5F61853D99FE46F2D6C6406EE45A4C","384"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calib_bg.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calib_bg.png","82AB57DE44842C62DD25D7E512353ADA3C4B412AE809A8FA1E8CCC0DC354D0BA","642628"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibrate_dl.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibrate_dl.py","10EADC5722C42C887BE25E9D6C3956348CDD46492E427B39DE0A99BEA8587AF6","1825"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p0.png","1907657B6E06984F08DA2C5FBB8D95FA55765A4B57301B6EA10D1FF8F05599C9","397595"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p1_fine.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p1_fine.png","AB2609FA5F1CDBA9F4E5D3E3DEE00F0309DD7506868C41D0F7942D5683BC45C9","570755"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p1.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p1.png","D93BA7288DE012E643BD9F907BC1CD06BAB153A0D0B11E119017674DA945C099","398015"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p2.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl_p2.png","14CBBCA94565C869E46A2AA8C1D6935B1A15332DCFE3AFFE29C92D9113777243","273007"
"donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/calibration_dl.png","D0A83D1C41839B568FA761C24874E29969C82430EA7392401191B6F6C346EF49","546423"
"donors/LIGHT-2-main/LIGHT-2-main/backend/checkpoints.db-shm","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/checkpoints.db-shm","A805EC6CA3F032B2773FC40B50CE05F21AE186ED7FBEC4807A32054ECFF97E53","32768"
"donors/LIGHT-2-main/LIGHT-2-main/backend/checkpoints.db-wal","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/checkpoints.db-wal","0D7662D7D8E4B5523E3D6CFC41ABAE9B2998477FDE4701E25F0B86A45C2CCD5C","4128272"
"donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p0.png","139299977E3E6D77A337F813D3EC83EEF0609085EB356D8933CC9FEF4CD6C80F","427252"
"donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p1.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p1.png","4F6D1BD564ED5DAF965FCDFC416E24806C76FACA5B88745D1401139C27211C53","462885"
"donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p2.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/final_dl_p2.png","966B8FAC18BE5EA095DAA48272B4E1DF3A2B993D1D6F727C1FD89A9B7D65B6D0","292029"
"donors/LIGHT-2-main/LIGHT-2-main/backend/init_db_fixed.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/init_db_fixed.py","BA50837C1CA817B4641A4CFE95F738DF631880BA5913F0867F4E2A6DBEBB8693","613"
"donors/LIGHT-2-main/LIGHT-2-main/backend/repro_error.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/repro_error.py","5912DF92C62013E071F1CB6D5A7C5FB7AA562F9AB6192F000BFDFB3A9A75B9CE","486"
"donors/LIGHT-2-main/LIGHT-2-main/backend/reproduce_crash.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/reproduce_crash.py","FA8DEA031BE58A3D41482AE1684E3B14047E7802BF521015EB193677B69FE229","1227"
"donors/LIGHT-2-main/LIGHT-2-main/backend/reproduce_hang.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/reproduce_hang.py","2CDFF40D3652CEE26F0905B4AF8846F2DBAACDE7864D2DB4F5C25DA047CDCC43","1833"
"donors/LIGHT-2-main/LIGHT-2-main/backend/requirements.txt","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/requirements.txt","99B962BD1CCCA13629A6A63C6950D6BAE1F14E5CEC90FC54A1CAF91F0E00F891","530"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p0.png","5599DE460FA959D0B04F75DEAF27802DE9D95E302B120AA15E8BE5F01DEF242F","279916"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p0.png","5599DE460FA959D0B04F75DEAF27802DE9D95E302B120AA15E8BE5F01DEF242F","279916"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p1.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p1.png","2192BC2A6150E901B91D22D3AC75C1D4E2638BFF1E9BE1FDAD477AD4DBCDF0BA","285206"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p2.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p2.png","D224A29EE18243EBA6DB8FFAB20CAC1FFE8E3DAA33E534C022CC87325C05C8BD","184020"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_final.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_final.py","A495CEF57BB9EE6DA5E1D7E1622F3A2A7E1E3F1B5B34834C9ADB39FB222088C7","1589"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify_new_features.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_new_features.py","AC6CAD1A18B035A650E11CBEEF1CEF7FAAF16BD08756074E7D87351E7B5E91A2","2181"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify_dl_p0.png","5599DE460FA959D0B04F75DEAF27802DE9D95E302B120AA15E8BE5F01DEF242F","279916"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p0.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p0.png","5599DE460FA959D0B04F75DEAF27802DE9D95E302B120AA15E8BE5F01DEF242F","279916"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p1.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p1.png","77496244F14F1AF7CA9FDCC078325AB4296C1A22D9C4A900C0417203F8E7F7FA","304884"
"donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p2.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/verify2_dl_p2.png","22EA6295A98DA6C9A9B3757D715AED8E94A70C505CB406D16C16895C99CB60AA","195503"
"donors/LIGHT-2-main/LIGHT-2-main/backend/tests/red_team_suite.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/tests/red_team_suite.py","CE91904F718EBA2C0BC68A4487912D983BE49ED46D0A4D9FFA7A72CC91CCAC88","3288"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-terminal-master/legal-terminal-master/tui/tests/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-terminal-master/legal-terminal-master/tui/legal_term/widgets/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-terminal-master/legal-terminal-master/tui/legal_term/screens/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/app/db/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/app/data/chroma_db/c989e117-85ed-4796-b126-ce9f8bff2ba8/link_lists.bin","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LIGHT-2-main/LIGHT-2-main/backend/app/data/chroma_db/00022f81-d0ac-4cbe-b7c9-bc16fe29c31b/link_lists.bin","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LexRAG-main/LexRAG-main/ui/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LexRAG-main/LexRAG-main/tests/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/LexRAG-main/LexRAG-main/api/__init__.py","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/=3.10","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/=3.10,","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/turbopack","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/wkfl/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/todo/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/tmpl/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/timl/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/team/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/strat/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/stat/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"donors/LIGHT-2-main/LIGHT-2-main/backend/app/__init__.py","_stale/removed-build-caches/next-2026-08-18/dev/server/app/rvw/page/client-components-ssr.js","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
