"legal_desktop_path","application_path","sha256","bytes"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/references/audit/deep-research-source-ledger-2026-08-09.json","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/references/audit/deep-research-source-ledger-2026-08-09.json","C20F0159463D50C22BCFEFF624732F81A6BE53CCBFD2D4D5E98861CC2BBB5073","162665"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/references/audit/deep-research-source-ledger-2026-08-09.json","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/references/audit/deep-research-source-ledger-2026-08-09.json","C20F0159463D50C22BCFEFF624732F81A6BE53CCBFD2D4D5E98861CC2BBB5073","162665"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/references/audit/deep-research-source-ledger-2026-08-09.json","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/references/audit/deep-research-source-ledger-2026-08-09.json","C20F0159463D50C22BCFEFF624732F81A6BE53CCBFD2D4D5E98861CC2BBB5073","162665"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","E8C9DC1FCCFC102890E32AF3D32A355C530AFCB401D313E730FD279B91BE21C5","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/annotated-bad-example.md","E8C9DC1FCCFC102890E32AF3D32A355C530AFCB401D313E730FD279B91BE21C5","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","E8C9DC1FCCFC102890E32AF3D32A355C530AFCB401D313E730FD279B91BE21C5","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/annotated-bad-example.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/annotated-bad-example.md","E8C9DC1FCCFC102890E32AF3D32A355C530AFCB401D313E730FD279B91BE21C5","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","B87230127EB47BE0CA44793D8D91BA1511AFDBD2BCA0BD65BFB6D6133147C669","3356"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-chronology-excerpt.md","B87230127EB47BE0CA44793D8D91BA1511AFDBD2BCA0BD65BFB6D6133147C669","3356"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","B87230127EB47BE0CA44793D8D91BA1511AFDBD2BCA0BD65BFB6D6133147C669","3356"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-chronology-excerpt.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-chronology-excerpt.md","B87230127EB47BE0CA44793D8D91BA1511AFDBD2BCA0BD65BFB6D6133147C669","3356"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","EADFCA5E095A615BE9A50A1BC27FE32E2EBD3D6536225C8F250AAB56591679A8","3326"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-deficiency-letter.md","EADFCA5E095A615BE9A50A1BC27FE32E2EBD3D6536225C8F250AAB56591679A8","3326"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","EADFCA5E095A615BE9A50A1BC27FE32E2EBD3D6536225C8F250AAB56591679A8","3326"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-deficiency-letter.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-deficiency-letter.md","EADFCA5E095A615BE9A50A1BC27FE32E2EBD3D6536225C8F250AAB56591679A8","3326"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","C20D009A6D73F162DE7338CDFA1A24E322422993E7E8FF8563DA80273F0FD833","3417"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-foundation-transcript.md","C20D009A6D73F162DE7338CDFA1A24E322422993E7E8FF8563DA80273F0FD833","3417"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","C20D009A6D73F162DE7338CDFA1A24E322422993E7E8FF8563DA80273F0FD833","3417"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-foundation-transcript.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-foundation-transcript.md","C20D009A6D73F162DE7338CDFA1A24E322422993E7E8FF8563DA80273F0FD833","3417"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","C5A0D64869ED80FB2200615E0E741DD3C9DC35E18E9D4F7878210DEFF88EC4FB","3351"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-motion-to-compel.md","C5A0D64869ED80FB2200615E0E741DD3C9DC35E18E9D4F7878210DEFF88EC4FB","3351"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","C5A0D64869ED80FB2200615E0E741DD3C9DC35E18E9D4F7878210DEFF88EC4FB","3351"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-motion-to-compel.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-motion-to-compel.md","C5A0D64869ED80FB2200615E0E741DD3C9DC35E18E9D4F7878210DEFF88EC4FB","3351"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","848FFF642FB2D0899C9BEE6BE5E467AE64D95E40D9F4F76082AB9130345ABF04","3357"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-objection.md","848FFF642FB2D0899C9BEE6BE5E467AE64D95E40D9F4F76082AB9130345ABF04","3357"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","848FFF642FB2D0899C9BEE6BE5E467AE64D95E40D9F4F76082AB9130345ABF04","3357"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-objection.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-objection.md","848FFF642FB2D0899C9BEE6BE5E467AE64D95E40D9F4F76082AB9130345ABF04","3357"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","D0491529C9983070AA4603ECD7F91EEDFF5291762D89D080F11156FFB4D571A0","3315"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-rfa-set.md","D0491529C9983070AA4603ECD7F91EEDFF5291762D89D080F11156FFB4D571A0","3315"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","D0491529C9983070AA4603ECD7F91EEDFF5291762D89D080F11156FFB4D571A0","3315"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfa-set.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-rfa-set.md","D0491529C9983070AA4603ECD7F91EEDFF5291762D89D080F11156FFB4D571A0","3315"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","E947566AE4067F0E81692354C2A87D421DFED33F00BF433A7DD3053E79256869","3310"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-rfp-set.md","E947566AE4067F0E81692354C2A87D421DFED33F00BF433A7DD3053E79256869","3310"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","E947566AE4067F0E81692354C2A87D421DFED33F00BF433A7DD3053E79256869","3310"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/examples/worked-rfp-set.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/examples/worked-rfp-set.md","E947566AE4067F0E81692354C2A87D421DFED33F00BF433A7DD3053E79256869","3310"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","B067BECF4DB5CCAAFEBE17771C36D21F483DC835DF07D631B1ABD4BB0C7EB06E","3451"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/can-i-use-this-evidence.md","B067BECF4DB5CCAAFEBE17771C36D21F483DC835DF07D631B1ABD4BB0C7EB06E","3451"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","B067BECF4DB5CCAAFEBE17771C36D21F483DC835DF07D631B1ABD4BB0C7EB06E","3451"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/can-i-use-this-evidence.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/can-i-use-this-evidence.md","B067BECF4DB5CCAAFEBE17771C36D21F483DC835DF07D631B1ABD4BB0C7EB06E","3451"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","747AF747D6491D4D831941182BA1B1BE4221E449EE9D1B4F65815926DD55611B","3248"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/discovery-dispute-escalation.md","747AF747D6491D4D831941182BA1B1BE4221E449EE9D1B4F65815926DD55611B","3248"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","747AF747D6491D4D831941182BA1B1BE4221E449EE9D1B4F65815926DD55611B","3248"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/discovery-dispute-escalation.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/discovery-dispute-escalation.md","747AF747D6491D4D831941182BA1B1BE4221E449EE9D1B4F65815926DD55611B","3248"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","4F4884E1AF6F323109A5BFEE82159C666010F8252F55564427BD7AEB40C70E91","3282"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/dv-disclosure-and-screening.md","4F4884E1AF6F323109A5BFEE82159C666010F8252F55564427BD7AEB40C70E91","3282"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","4F4884E1AF6F323109A5BFEE82159C666010F8252F55564427BD7AEB40C70E91","3282"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/dv-disclosure-and-screening.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/dv-disclosure-and-screening.md","4F4884E1AF6F323109A5BFEE82159C666010F8252F55564427BD7AEB40C70E91","3282"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","0DB1CF7155A154CE4C50FC877C3E6049FD6B4439F7CCB7DF85ACF2B08D476303","3244"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/emergency-ex-parte.md","0DB1CF7155A154CE4C50FC877C3E6049FD6B4439F7CCB7DF85ACF2B08D476303","3244"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","0DB1CF7155A154CE4C50FC877C3E6049FD6B4439F7CCB7DF85ACF2B08D476303","3244"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/emergency-ex-parte.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/emergency-ex-parte.md","0DB1CF7155A154CE4C50FC877C3E6049FD6B4439F7CCB7DF85ACF2B08D476303","3244"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","1531077A1E5BFA8C049C663F054861994FAA476F6CA663014444DAA31F9D26BC","3324"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/hand-me-down-device.md","1531077A1E5BFA8C049C663F054861994FAA476F6CA663014444DAA31F9D26BC","3324"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","1531077A1E5BFA8C049C663F054861994FAA476F6CA663014444DAA31F9D26BC","3324"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hand-me-down-device.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/hand-me-down-device.md","1531077A1E5BFA8C049C663F054861994FAA476F6CA663014444DAA31F9D26BC","3324"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","0AB4516102DF505A9A569C474BC18FEB0D6AA17167916415C1E87F5E41D51D98","3218"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/hearsay-path.md","0AB4516102DF505A9A569C474BC18FEB0D6AA17167916415C1E87F5E41D51D98","3218"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","0AB4516102DF505A9A569C474BC18FEB0D6AA17167916415C1E87F5E41D51D98","3218"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/hearsay-path.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/hearsay-path.md","0AB4516102DF505A9A569C474BC18FEB0D6AA17167916415C1E87F5E41D51D98","3218"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","F094A51661BE298596CD5C70D29EC2B66271D3A91A7590FA5910E3748A512505","3245"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/object-or-let-it-go.md","F094A51661BE298596CD5C70D29EC2B66271D3A91A7590FA5910E3748A512505","3245"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","F094A51661BE298596CD5C70D29EC2B66271D3A91A7590FA5910E3748A512505","3245"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/object-or-let-it-go.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/object-or-let-it-go.md","F094A51661BE298596CD5C70D29EC2B66271D3A91A7590FA5910E3748A512505","3245"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","5417F62FCE118CC6D7DA8D75097E15B56D6E2D6CDFE68C809C2971174F96A2D7","3257"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/privileged-records.md","5417F62FCE118CC6D7DA8D75097E15B56D6E2D6CDFE68C809C2971174F96A2D7","3257"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","5417F62FCE118CC6D7DA8D75097E15B56D6E2D6CDFE68C809C2971174F96A2D7","3257"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/privileged-records.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/privileged-records.md","5417F62FCE118CC6D7DA8D75097E15B56D6E2D6CDFE68C809C2971174F96A2D7","3257"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","1BCF0BD97BAD3DCB9F78EB1AAF625C7511923F41F2CFC39496DD37D174C8BFC7","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/recording-legality.md","1BCF0BD97BAD3DCB9F78EB1AAF625C7511923F41F2CFC39496DD37D174C8BFC7","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","1BCF0BD97BAD3DCB9F78EB1AAF625C7511923F41F2CFC39496DD37D174C8BFC7","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/recording-legality.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/recording-legality.md","1BCF0BD97BAD3DCB9F78EB1AAF625C7511923F41F2CFC39496DD37D174C8BFC7","3338"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","FE8496C4F27E37AF2B00A2645BED1BD19C25853A8920EA93CB1BC89C52CD2D74","3228"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/referee-vs-judge.md","FE8496C4F27E37AF2B00A2645BED1BD19C25853A8920EA93CB1BC89C52CD2D74","3228"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","FE8496C4F27E37AF2B00A2645BED1BD19C25853A8920EA93CB1BC89C52CD2D74","3228"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/decision-trees/referee-vs-judge.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/decision-trees/referee-vs-judge.md","FE8496C4F27E37AF2B00A2645BED1BD19C25853A8920EA93CB1BC89C52CD2D74","3228"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/checklists/de-novo-hearing.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/checklists/de-novo-hearing.md","0F1658B0274DF20E49B946C017B76A94182425876D0F4ADE278E099119259383","3144"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/checklists/de-novo-hearing.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/checklists/de-novo-hearing.md","0F1658B0274DF20E49B946C017B76A94182425876D0F4ADE278E099119259383","3144"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/checklists/de-novo-hearing.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/checklists/de-novo-hearing.md","0F1658B0274DF20E49B946C017B76A94182425876D0F4ADE278E099119259383","3144"
